order_id,date,product,category,price,quantity,city,customer
ORD0322,2024-03-26,Sepatu Sneakers,Fashion,309000.0,1.0,Makassar,Cust2244
ORD0345,2024-08-26,Keripik Singkong,Makanan,13000.0,1.0,Bandung,Cust7719
ORD0549,2024-08-13,Kabel Data USB-C,Elektronik,28000.0,3.0,Jakarta,Cust5838
ORD0041,2024-12-01,Tas Ransel,Fashion,101000.0,3.0,Medan,Cust7643
ORD0596,2024-11-17,Kopi Bubuk 200g,Makanan,45000.0,5.0,Makassar,Cust1699
ORD0214,2024-07-13,Smartwatch,Elektronik,388000.0,6.0,Semarang,Cust7531
ORD0306,2024-01-24,Sepatu Sneakers,Fashion,201000.0,3.0,Semarang,Cust3884
ORD0426,2024-07-31,Tas Ransel,Fashion,192000.0,1.0,Jakarta,Cust5155
ORD0378,2024-07-10,Rak Buku Mini,Rumah Tangga,129000.0,2.0,Jakarta,Cust4215
ORD0222,2024-03-29,Smartwatch,Elektronik,550000.0,7.0,Yogyakarta,Cust2909
ORD0057,2024-02-26,Kabel Data USB-C,Elektronik,17000.0,6.0,Kediri,Cust8319
ORD0493,2024-02-16,Rak Buku Mini,Rumah Tangga,117000.0,3.0,Kediri,Cust7363
ORD0072,2024-12-20,Tas Ransel,Fashion,191000.0,3.0,,Cust4705
ORD0442,2024-10-15,Headset Bluetooth,Elektronik,294000.0,3.0,Bandung,Cust2704
ORD0581,2024-03-14,Sepatu Sneakers,Fashion,162000.0,5.0,Bandung,Cust1155
ORD0091,2024-12-15,Smartwatch,Elektronik,427000.0,3.0,Medan,Cust1689
ORD0167,2024-07-24,Headset Bluetooth,Elektronik,204000.0,2.0,Surabaya,Cust3874
ORD0294,2024-04-30,Headset Bluetooth,Elektronik,211000.0,6.0,Yogyakarta,Cust4773
ORD0171,2024-03-30,Sepatu Sneakers,Fashion,208000.0,1.0,Jakarta,Cust6148
ORD0055,2024-02-15,Smartwatch,Elektronik,409000.0,2.0,Jakarta,Cust7275
ORD0381,2024-02-09,Kaos Polos,Fashion,76000.0,1.0,Makassar,Cust1457
ORD0292,2024-05-23,Kemeja Flanel,Fashion,116000.0,6.0,Semarang,Cust4627
ORD0223,2024-09-24,Wajan Anti Lengket,Rumah Tangga,97000.0,4.0,Yogyakarta,Cust6799
ORD0067,2024-08-24,Keripik Singkong,Makanan,18000.0,5.0,Bandung,Cust4983
ORD0262,2024-01-14,Tas Ransel,Fashion,136000.0,3.0,Surabaya,Cust9459
ORD0417,2024-10-23,Madu Hutan 250ml,Makanan,50000.0,1.0,Kediri,Cust5547
ORD0210,2024-12-22,Rak Buku Mini,Rumah Tangga,122000.0,3.0,Semarang,Cust8525
ORD0499,2024-03-28,Keripik Singkong,Makanan,16000.0,3.0,Semarang,Cust9188
ORD0244,2024-02-19,Wajan Anti Lengket,Rumah Tangga,78000.0,2.0,Bandung,Cust3652
ORD0121,2024-10-04,Smartwatch,Elektronik,557000.0,4.0,Yogyakarta,Cust6857
ORD0307,2024-05-25,Headset Bluetooth,Elektronik,249000.0,7.0,Medan,Cust4962
ORD0337,2024-10-14,Madu Hutan 250ml,Makanan,83000.0,3.0,Bandung,Cust7130
ORD0189,2024-07-26,Kemeja Flanel,Fashion,127000.0,2.0,Jakarta,Cust3076
ORD0331,2024-07-01,Kabel Data USB-C,Elektronik,27000.0,4.0,Surabaya,Cust3655
ORD0174,2024-10-10,Rak Buku Mini,Rumah Tangga,102000.0,5.0,Kediri,Cust1544
ORD0473,2024-01-25,Smartwatch,Elektronik,572000.0,3.0,Yogyakarta,Cust7604
ORD0530,2024-02-21,Keripik Singkong,Makanan,22000.0,6.0,Jakarta,Cust4556
ORD0568,2024-12-07,Kemeja Flanel,Fashion,140000.0,3.0,Semarang,Cust8465
ORD0424,2024-07-30,Botol Minum,Rumah Tangga,38000.0,4.0,Semarang,Cust2470
ORD0119,2024-09-13,Kemeja Flanel,Fashion,121000.0,2.0,Surabaya,Cust5731
ORD0120,2024-10-20,Sepatu Sneakers,Fashion,276000.0,5.0,Yogyakarta,Cust6582
ORD0467,2024-06-07,Tas Ransel,Fashion,126000.0,5.0,Surabaya,Cust8271
ORD0464,2024-11-06,Power Bank 10000mAh,Elektronik,146000.0,5.0,Yogyakarta,Cust4404
ORD0221,2024-03-13,Sepatu Sneakers,Fashion,203000.0,2.0,Semarang,Cust9278
ORD0139,2024-01-02,Headset Bluetooth,Elektronik,162000.0,7.0,Kediri,Cust9564
ORD0146,2024-09-03,Kopi Bubuk 200g,Makanan,30000.0,5.0,Jakarta,Cust4077
ORD0149,2024-07-28,Kopi Bubuk 200g,Makanan,41000.0,1.0,Jakarta,Cust2680
ORD0323,2024-02-12,Botol Minum,Rumah Tangga,47000.0,6.0,Medan,Cust2037
ORD0272,2024-08-29,Kaos Polos,Fashion,63000.0,4.0,Medan,Cust2684
ORD0163,2024-10-16,Power Bank 10000mAh,Elektronik,97000.0,4.0,Bandung,Cust6264
ORD0438,2024-01-02,Keripik Singkong,Makanan,13000.0,2.0,Jakarta,Cust8511
ORD0115,2024-03-05,Kabel Data USB-C,Elektronik,30000.0,5.0,Kediri,Cust1076
ORD0486,2024-03-22,Kemeja Flanel,Fashion,142000.0,1.0,Semarang,Cust9051
ORD0151,2024-11-30,Kopi Bubuk 200g,Makanan,26000.0,3.0,Kediri,Cust2975
ORD0514,2024-10-27,Kopi Bubuk 200g,Makanan,37000.0,6.0,Bandung,Cust6456
ORD0490,2024-03-02,Botol Minum,Rumah Tangga,55000.0,6.0,Makassar,Cust7372
ORD0393,2024-05-29,Power Bank 10000mAh,Elektronik,165000.0,3.0,Semarang,Cust4956
ORD0032,2024-02-16,Kemeja Flanel,Fashion,123000.0,6.0,Kediri,Cust7566
ORD0344,2024-11-06,Kabel Data USB-C,Elektronik,15000.0,1.0,Kediri,Cust7970
ORD0285,2024-08-06,Smartwatch,Elektronik,356000.0,5.0,Semarang,Cust1655
ORD0021,2024-03-03,Kabel Data USB-C,Elektronik,28000.0,5.0,Surabaya,Cust2163
ORD0537,2024-02-05,Smartwatch,Elektronik,280000.0,6.0,Yogyakarta,Cust4726
ORD0114,2024-12-30,Smartwatch,Elektronik,286000.0,1.0,Kediri,Cust9255
ORD0360,2024-04-01,Rak Buku Mini,Rumah Tangga,162000.0,7.0,Bandung,Cust7611
ORD0001,2024-02-19,Sepatu Sneakers,Fashion,273000.0,6.0,Semarang,Cust8433
ORD0233,2024-08-07,Kaos Polos,Fashion,62000.0,3.0,Jakarta,Cust6181
ORD0588,2024-07-11,Sepatu Sneakers,Fashion,164000.0,1.0,Surabaya,Cust8444
ORD0447,2024-07-18,Headset Bluetooth,Elektronik,286000.0,6.0,Bandung,Cust4492
ORD0236,2024-04-22,Rak Buku Mini,Rumah Tangga,104000.0,3.0,Surabaya,Cust7160
ORD0447,2024-07-18,Headset Bluetooth,Elektronik,286000.0,6.0,Bandung,Cust4492
ORD0533,2024-11-10,Tas Ransel,Fashion,165000.0,4.0,Semarang,Cust5737
ORD0003,2024-05-20,Wajan Anti Lengket,Rumah Tangga,136000.0,4.0,Makassar,Cust7174
ORD0405,2024-12-03,Smartwatch,Elektronik,546000.0,3.0,Jakarta,Cust9290
ORD0059,2024-12-23,Rak Buku Mini,Rumah Tangga,100000.0,5.0,Medan,Cust7744
ORD0462,2024-02-16,Sepatu Sneakers,Fashion,322000.0,5.0,Yogyakarta,Cust4130
ORD0429,2024-12-11,Kaos Polos,Fashion,53000.0,1.0,Medan,Cust2788
ORD0005,2024-06-01,Smartwatch,Elektronik,401000.0,4.0,Surabaya,Cust6436
ORD0309,2024-08-10,Headset Bluetooth,Elektronik,246000.0,7.0,,Cust4262
ORD0509,2024-07-26,Kemeja Flanel,Fashion,129000.0,3.0,Kediri,Cust7870
ORD0075,2024-06-22,Wajan Anti Lengket,Rumah Tangga,93000.0,3.0,Kediri,Cust2331
ORD0192,2024-12-29,Botol Minum,Rumah Tangga,26000.0,7.0,Makassar,Cust8698
ORD0319,2024-03-20,Madu Hutan 250ml,Makanan,63000.0,3.0,Bandung,Cust6916
ORD0550,2024-02-14,Wajan Anti Lengket,Rumah Tangga,130000.0,5.0,Surabaya,Cust8026
ORD0491,2024-05-10,Madu Hutan 250ml,Makanan,86000.0,,Makassar,Cust8087
ORD0081,2024-11-19,Madu Hutan 250ml,Makanan,85000.0,6.0,Medan,Cust2154
ORD0358,2024-12-14,Keripik Singkong,Makanan,23000.0,7.0,Yogyakarta,Cust8854
ORD0027,2024-10-09,Power Bank 10000mAh,Elektronik,184000.0,3.0,Yogyakarta,Cust2874
ORD0402,2024-07-11,Rak Buku Mini,Rumah Tangga,,4.0,Bandung,Cust8440
ORD0217,2024-10-17,Sepatu Sneakers,Fashion,338000.0,1.0,Jakarta,Cust4225
ORD0478,2024-11-25,Kaos Polos,Fashion,74000.0,6.0,Makassar,Cust4853
ORD0515,2024-05-05,Madu Hutan 250ml,Makanan,76000.0,7.0,Kediri,Cust9949
ORD0385,2024-05-26,Kaos Polos,Fashion,64000.0,1.0,Surabaya,Cust1560
ORD0058,2024-01-06,Tas Ransel,Fashion,210000.0,1.0,Surabaya,Cust3436
ORD0320,2024-07-27,Rak Buku Mini,Rumah Tangga,179000.0,3.0,Makassar,Cust2509
ORD0109,2024-11-04,Smartwatch,Elektronik,558000.0,3.0,Yogyakarta,Cust3979
ORD0278,2024-03-17,Rak Buku Mini,Rumah Tangga,177000.0,6.0,Surabaya,Cust9313
ORD0148,2024-10-09,Kemeja Flanel,Fashion,179000.0,5.0,Bandung,Cust4671
ORD0229,2024-01-09,Kabel Data USB-C,Elektronik,25000.0,6.0,Kediri,Cust2892
ORD0015,2024-02-04,Rak Buku Mini,Rumah Tangga,194000.0,5.0,Semarang,Cust6596
ORD0175,2024-03-16,Wajan Anti Lengket,Rumah Tangga,141000.0,5.0,Kediri,Cust9793
ORD0087,2024-04-24,Sepatu Sneakers,Fashion,247000.0,2.0,Semarang,Cust1598
ORD0166,2024-04-07,Kopi Bubuk 200g,Makanan,49000.0,5.0,Yogyakarta,Cust8087
ORD0532,2024-07-24,Tas Ransel,Fashion,128000.0,2.0,Surabaya,Cust4690
ORD0060,2024-01-26,Wajan Anti Lengket,Rumah Tangga,118000.0,4.0,Jakarta,Cust6546
ORD0526,2024-09-26,Headset Bluetooth,Elektronik,258000.0,5.0,Kediri,Cust8515
ORD0165,2024-09-03,Power Bank 10000mAh,Elektronik,213000.0,7.0,Medan,Cust3300
ORD0042,2024-05-22,Rak Buku Mini,Rumah Tangga,175000.0,4.0,Jakarta,Cust9972
ORD0334,2024-02-13,Kopi Bubuk 200g,Makanan,,5.0,Semarang,Cust9789
ORD0080,2024-12-17,Wajan Anti Lengket,Rumah Tangga,,4.0,Bandung,Cust5614
ORD0355,2024-05-25,Madu Hutan 250ml,Makanan,47000.0,6.0,Jakarta,Cust7291
ORD0029,2024-04-08,Kabel Data USB-C,Elektronik,35000.0,6.0,Semarang,Cust8156
ORD0286,2024-07-10,Madu Hutan 250ml,Makanan,68000.0,5.0,Yogyakarta,Cust4084
ORD0305,2024-08-10,Kabel Data USB-C,Elektronik,34000.0,7.0,Medan,Cust7709
ORD0420,2024-02-16,Kabel Data USB-C,Elektronik,24000.0,1.0,Kediri,Cust2065
ORD0314,2024-12-07,Kemeja Flanel,Fashion,172000.0,3.0,Makassar,Cust9802
ORD0085,2024-11-03,Botol Minum,Rumah Tangga,22000.0,1.0,Makassar,Cust8396
ORD0063,2024-12-23,Power Bank 10000mAh,Elektronik,190000.0,2.0,Kediri,Cust6327
ORD0592,2024-03-02,Keripik Singkong,Makanan,17000.0,5.0,Bandung,Cust5208
ORD0137,2024-10-19,Botol Minum,Rumah Tangga,49000.0,6.0,Kediri,Cust4435
ORD0112,2024-05-20,Rak Buku Mini,Rumah Tangga,154000.0,1.0,Makassar,Cust4064
ORD0195,2024-10-23,Madu Hutan 250ml,Makanan,48000.0,3.0,Semarang,Cust2336
ORD0387,2024-03-03,Kaos Polos,Fashion,86000.0,6.0,Yogyakarta,Cust8211
ORD0044,2024-08-30,Headset Bluetooth,Elektronik,270000.0,1.0,Jakarta,Cust9990
ORD0382,2024-05-28,Madu Hutan 250ml,Makanan,50000.0,4.0,Medan,Cust2097
ORD0130,2024-04-28,Botol Minum,Rumah Tangga,59000.0,7.0,Kediri,Cust9800
ORD0547,2024-11-05,Smartwatch,Elektronik,464000.0,6.0,Surabaya,Cust1652
